$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,077,25,24,50,061,25*7F
$GPGSV,3,3,12,25,03,151,,27,06,268,08,28,06,206,,32,37,264,29*7A
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,25,15,17,069,30*77
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,32,24,50,061,29*7A
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,28*74
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,32,24,50,061,29*7A
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,29*7B
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,29*7B
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,29*7B
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,29*7B
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,28*74
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,29*7B
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,30*74
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,29*7C
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,30*73
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,29*7C
$GPGSV,3,3,12,25,03,151,,27,06,268,06,28,07,206,,32,37,264,27*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,23,15,17,069,31*73
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,29*7C
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,23,15,17,069,31*73
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,29*7C
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,31,12,10,115,23,15,17,069,31*76
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,33*77
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,22,15,17,069,31*73
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,33*77
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,078,34,24,50,061,33*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,078,34,24,50,061,32*77
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,32*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,32*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,32*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,31*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,34,24,50,061,32*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,32*71
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,31*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,31*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,30*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,26*7C
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,30*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,22,15,17,069,30*73
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,34,24,50,061,30*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,22,15,17,069,30*73
$GPGSV,3,2,12,18,35,183,22,21,03,327,,23,73,078,34,24,50,061,30*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,22,21,03,327,,23,73,078,34,24,50,061,30*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,30*70
$GPGSV,3,2,12,18,35,183,22,21,03,327,,23,73,078,34,24,50,061,23*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,29*78
$GPGSV,3,2,12,18,35,183,22,21,03,327,,23,73,078,34,24,50,061,23*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,29*78
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,33,24,50,061,23*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,37,12,10,115,22,15,17,069,28*79
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,33,24,50,061,23*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,21,15,17,069,28*78
$GPGSV,3,2,12,18,35,183,23,21,03,327,,23,73,078,33,24,50,061,23*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,22,15,17,069,28*7B
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,23*71
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,22,15,17,069,28*7B
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,23*71
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,22,15,17,069,28*7B
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,22*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,28*7A
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,22*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,32,12,10,115,23,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,33,24,50,061,22*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,28*72
$GPGSV,3,1,12,08,03,300,,10,59,321,32,12,10,115,23,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,078,32,24,50,061,21*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,27*7D
$GPGSV,3,1,12,08,03,300,,10,59,321,32,12,10,115,24,15,17,069,29*7B
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,078,32,24,50,061,21*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,31,12,10,115,24,15,17,069,29*78
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,32,24,50,061,21*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,17*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,31,12,10,115,24,15,17,069,28*79
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,32,24,50,061,20*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,17*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,31,12,10,115,24,15,17,069,28*79
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,33,24,50,061,20*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,30,12,10,115,24,15,17,069,28*78
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,33,24,50,061,20*72
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,30,12,10,115,24,15,17,069,28*78
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,21*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,31,12,10,115,24,15,17,069,28*79
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,21*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,21*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,21*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,22*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,18*71
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,28*7D
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,21*70
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,19*70
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,32*76
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,33,24,50,061,22*73
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,19*70
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,32*76
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,36,24,50,061,29*7D
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,20*7A
$GPGSV,3,1,12,08,03,300,,10,59,321,33,12,10,115,25,15,17,069,32*71
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,36,24,50,061,29*7D
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,20*7A
$GPGSV,3,1,12,08,03,300,,10,59,321,33,12,10,115,24,15,17,069,32*70
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,36,24,50,061,30*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,21*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,32*77
$GPGSV,3,2,12,18,35,183,26,21,03,327,,23,73,079,36,24,50,061,30*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,21*7B
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,32*76
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,30*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,22*78
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,32*77
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,30*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,22*78
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,25,15,17,069,32*76
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,30*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,23*79
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,31*74
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,30*76
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,23*79
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,31*74
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,31*77
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,23*79
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,31*74
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,36,24,50,061,31*77
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,23*79
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,24,15,17,069,31*74
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,35,24,50,061,31*74
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,24*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,31*75
$GPGSV,3,2,12,18,35,183,25,21,03,327,,23,73,079,35,24,50,061,31*74
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,24*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,31*75
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,24*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,31*75
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,24*7E
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,31*75
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,24,15,17,069,31*75
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,31*72
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,31*72
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,31*72
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,32*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,32*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,35,12,10,115,23,15,17,069,32*71
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
$GPGSV,3,3,12,25,03,151,,27,06,268,,28,07,206,,32,37,264,25*7F
$GPGSV,3,1,12,08,03,300,,10,59,321,34,12,10,115,23,15,17,069,31*73
$GPGSV,3,2,12,18,35,183,24,21,03,327,,23,73,079,35,24,50,061,31*75
